最中	さいちゅう,さなか,もなか	さいちゅう【最中】 さなか【最中】 もなか【最中】	https://kotobank.jp/word/%E6%9C%80%E4%B8%AD-142594
色紙	しきし,いろがみ	しきし【色紙】 いろがみ【色紙】	https://kotobank.jp/word/%E8%89%B2%E7%B4%99-72605
風車	ふうしゃ,かざぐるま	ふうしゃ【風車】 かざぐるま【風車】	https://kotobank.jp/word/%E9%A2%A8%E8%BB%8A-122960
目下	もっか,めした	もっか【目下】 めした【目下】	https://kotobank.jp/word/%E7%9B%AE%E4%B8%8B-643739
見物	けんぶつ,みもの	けんぶつ【見物】 みもの【見物】	https://kotobank.jp/word/%E8%A6%8B%E7%89%A9-61026
黒子	ほくろ,くろご	ほくろ【黒子】 くろご【黒子】	https://kotobank.jp/word/%E9%BB%92%E5%AD%90-499442,https://kotobank.jp/word/%E9%BB%92%E8%A1%A3-57854
面目	めんぼく,めんもく	めんぼく【面目】 めんもく【面目】	https://kotobank.jp/word/%E9%9D%A2%E7%9B%AE-643205
大家	おおや,たいか	おおや【大家】 たいか【大家】	https://kotobank.jp/word/%E5%A4%A7%E5%AE%B6-450994
分別	ふんべつ,ぶんべつ	ふんべつ【分別】 ぶんべつ【分別】	https://kotobank.jp/word/%E5%88%86%E5%88%A5-128656
市場	いちば,しじょう	いちば【市場】 しじょう【市場】	https://kotobank.jp/word/%E5%B8%82%E5%A0%B4-31361
工夫	くふう,こうふ	くふう【工夫】 こうふ【工夫】	https://kotobank.jp/word/%E5%B7%A5%E5%A4%AB-484821
心中	しんじゅう,しんちゅう	しんじゅう【心中】 しんちゅう【心中】	https://kotobank.jp/word/%E5%BF%83%E4%B8%AD-537720
寒気	さむけ,かんき	さむけ【寒気】 かんき【寒気】	https://kotobank.jp/word/%E5%AF%92%E6%B0%97-469423
草原	そうげん,くさはら	そうげん【草原】 くさはら【草原】	https://kotobank.jp/word/%E8%8D%89%E5%8E%9F-89265
一目	ひとめ,いちもく	ひとめ【一目】 いちもく【一目】	https://kotobank.jp/word/%E4%B8%80%E7%9B%AE-433732
気質	きしつ,かたぎ	きしつ【気質】 かたぎ【気質】	https://kotobank.jp/word/%E6%B0%97%E8%B3%AA-50371
大事	だいじ,おおごと	だいじ【大事】 おおごと【大事】	https://kotobank.jp/word/%E5%A4%A7%E4%BA%8B-449882
牧場	ぼくじょう,まきば	ぼくじょう【牧場】 まきば【牧場】	https://kotobank.jp/word/%E7%89%A7%E5%A0%B4-132707
一行	いっこう,いちぎょう	いっこう【一行】 いちぎょう【一行】	https://kotobank.jp/word/%E4%B8%80%E8%A1%8C-31249
仮名	かな,かめい	かな【仮名】 かめい【仮名】	https://kotobank.jp/word/%E4%BB%AE%E5%90%8D-45691
何人	なんにん,なんぴと,なにびと	なんにん【何人】 なんぴと【何人】 なにびと【何人】	https://kotobank.jp/word/%E4%BD%95%E4%BA%BA-589304
方々	かたがた,ほうぼう	かたがた【方方】 ほうぼう【方方】	https://kotobank.jp/word/%E6%96%B9%E6%96%B9-463336
入る	はいる,いる	はいる【入る】 いる【入る】	https://kotobank.jp/word/%E5%85%A5%E3%82%8B-436522
入っ	はいっ,いっ	はいる【入る】 いる【入る】	https://kotobank.jp/word/%E5%85%A5%E3%82%8B-436522
注ぐ	そそぐ,つぐ	そそぐ【注ぐ】 つぐ【注ぐ】	https://kotobank.jp/word/%E6%B3%A8%E3%81%90-554486
注い	そそい,つい	そそぐ【注ぐ】 つぐ【注ぐ】	https://kotobank.jp/word/%E6%B3%A8%E3%81%90-554486
辛い	からい,つらい	からい【辛い】 つらい【辛い】	https://kotobank.jp/word/%E8%BE%9B%E3%81%84-22233
被る	かぶる,こうむる	かぶる【被る】 こうむる【被る】	https://kotobank.jp/word/%E8%A2%AB%E3%82%8B-459370
被っ	かぶっ,こうむっ	かぶる【被る】 こうむる【被る】	https://kotobank.jp/word/%E8%A2%AB%E3%82%8B-459370
止め	とめ,やめ	とめる【止める】 やめる【止める】	https://kotobank.jp/word/%E6%AD%A2%E3%82%81%E3%82%8B-22295
止める	とめる,やめる	とめる【止める】 やめる【止める】	https://kotobank.jp/word/%E6%AD%A2%E3%82%81%E3%82%8B-22295
解く	とく,ほどく	とく【解く】 ほどく【解く】	https://kotobank.jp/word/%E8%A7%A3%E3%81%8F-582394
解い	とい,ほどい	とく【解く】 ほどく【解く】	https://kotobank.jp/word/%E8%A7%A3%E3%81%8F-582394
抱い	だい,いだい	だく【抱く】 いだく【抱く】	https://kotobank.jp/word/%E6%8A%B1%E3%81%8F-432913
抱く	だく,いだく	だく【抱く】 いだく【抱く】	https://kotobank.jp/word/%E6%8A%B1%E3%81%8F-432913
描く	えがく,かく	えがく【描く】 かく【描く】	https://kotobank.jp/word/%E6%8F%8F%E3%81%8F-444016,https://kotobank.jp/word/%E6%9B%B8%E3%81%8F-459993
描い	えがい,かい	えがく【描く】 かく【描く】	https://kotobank.jp/word/%E6%8F%8F%E3%81%8F-444016,https://kotobank.jp/word/%E6%9B%B8%E3%81%8F-459993
怒っ	おこっ,いかっ	おこる【怒る】 いかる【怒る】	https://kotobank.jp/word/%E6%80%92%E3%82%8B-431055
怒る	おこる,いかる	おこる【怒る】 いかる【怒る】	https://kotobank.jp/word/%E6%80%92%E3%82%8B-431055
堪え	たえ,こらえ,こたえ	たえる【堪える】 こらえる【堪える】 こたえる【堪える】	https://kotobank.jp/word/%E8%80%90%E3%81%88%E3%82%8B-559002,https://kotobank.jp/word/%E5%A0%AA%E3%81%88%E3%82%8B-502120
酷い	ひどい,むごい	ひどい【酷い】 むごい【酷い】	https://kotobank.jp/word/%E9%85%B7%E3%81%84-611243,https://kotobank.jp/word/%E6%83%A8%E3%81%84-641255
退い	しりぞい,のい,どい	しりぞく【退く】 のく【退く】 どく【退く】	https://kotobank.jp/word/%E9%80%80%E3%81%8F-520182
空い	あい,すい	あく【空く】 すく【空く】	https://kotobank.jp/word/%E6%98%8E%E3%81%8F-423269,https://kotobank.jp/word/%E7%A9%BA%E3%81%8F-440755
避け	さけ,よけ	さける【避ける】 よける【避ける】	https://kotobank.jp/word/%E9%81%BF%E3%81%91%E3%82%8B-510015
汚し	よごし,けがし	よごす【汚す】 けがす【汚す】	https://kotobank.jp/word/%E6%B1%9A%E3%81%99-489607
放っ	はなっ,ほうっ	はなつ【放つ】 ほうる【放る】	https://kotobank.jp/word/%E6%94%BE%E3%81%A4-603580,https://kotobank.jp/word/%E6%94%BE%E3%82%8B-603808
